aback ad.向后地,朝后地
spurn n.踢开,拒斥vt.冷落,践踏vi.藐视,摒弃
sputter n.喷溅声,急语vi.唾沫飞溅,急忙地讲
squabble vi.争吵,口角n.争吵,口角
squad n.班,小队,小集团vt.编成班
squadron n.骑兵营,分遣队,小舰队
squalid a.污秽的,肮脏的,卑劣的,可怜的,悲惨的
squander vt.浪费,使分散vi.浪费,漂泊,四散
squeal n.尖叫,告密vi.发出尖锐的叫声,告密
squelch n.使对手哑口无言的辩论vt.压碎,镇压
squirrel n.松鼠,松鼠的毛皮vt.贮藏以备用
stab n.刺,努力,尝试,剧痛vt.刺,戳,刺入
stability n.安定,稳定性,坚定,巩固,坚实
stabilization n.安定,安定化,稳定
stabilize vt.使安定,使坚固vi.稳定,安定
stable n.马房,牛棚a.稳定的,安定的,坚固的,坚定的
stack n.堆叠,堆,大量,烟囱vt.堆积,堆满
staff n.全体人员,同事,棍棒,杆,权杖,支柱,拐杖
stagehand n.舞台管理
stagger n.蹒跚,踌躇vi.蹒跚,犹豫vt.使踌躇,交错
staggeringly adv.摇晃地,蹒跚地
stagnant a.不流动的,停滞的,迟钝的,萧条的
stagnate v.(使)淤塞,(使)停滞,(使)变萧条
stagnation n.淤塞,停滞,沉滞
staircase n.楼梯,梯子,楼梯部分
stake n.桩,炮烙刑,奖金,赌注vt.打桩vi.打赌
stalemate n.僵局,陷于困境vt.使停顿,使僵持
stalk n.茎,追踪,高视阔步vt.追踪,搜索
stall n.厩,停车处,拖延,托辞,货摊vt.停顿
stamp n.印,邮票,打印器,戳子,图章
stampede v.(使)惊跑,(使)蜂拥n.惊跑,蜂拥
stamper n.打印的人,打印器,印章
stance n.准备击球姿势,踏脚处,位置,姿态
stanchion n.支柱,标柱vt.用支柱支撑
standard n.标准,规格,本位,军旗a.标准的,合规格的
standardize vt.使标准化,使合于标准,用标准检验
standpoint n.立场,观点
staple n.主要产物,常用品,主要要素,钩环,订书钉
stardom n.演员的身分,演员们
stark a.僵硬的,完全的,结实的,荒凉的,明显的
startle n.惊愕,惊恐vt.吃惊,使惊愕vi.惊起
starve vt.使饿死vi.饿得要死
statecraft n.管理国家的本领
stately a.庄严的,堂皇的
statement n.陈述,指令,声明
static n.静电,静电干扰a.静态的,静电的
stationary adj.不动的,静止的,无变化的,停滞的
statistic n.统计数值a.统计的,统计学的
statistical a.统计的,统计上的,统计学的
statue vt.以雕像装饰n.雕像
stature n.身材,身长,重要性,高度
status n.状态,情形,地位,重要身分n.状态
statute n.法令,成文法律,条例,章程,法规
staunch vt.止住,止血a.坚固的,坚强的,忠诚的
stead n.代替,有利,好处vt.对...有利
steadfast a.坚定的,踏实的,固定的,不变的
steadfastness n.坚定,稳当
steadily ad.稳定地,无变化地,有规则地
stealth n.秘密行动,秘密,鬼祟
stealthily ad.暗地里,悄悄地
stealthy a.秘密的,掩人耳目的,鬼鬼祟祟的
steam n.蒸汽,精力a.蒸汽的vi.蒸发,行驶,发怒
steamship n.汽船,轮船
steep n.浸渍,浸液,悬崖a.险峻的,陡峭的
steeper n.浸润用的桶子a.险峻的,陡峭的
steeple n.尖塔
steer vt.引导,驾驶,航行,筹划vi.驾驶,掌舵,
stellar a.星的,似星的,恒星的,主要的
stem n.茎,柄,堵塞物,船首vt.装柄于
stereotype n.铅版,陈腔滥调,老套vt.使一成不变
sterile a.不毛的,不孕的,无菌的,枯燥的,无效的,贫瘠的
sterilization n.使成不毛,断种,杀菌,绝育
sterilize vt.使成不毛,断种,杀菌,消毒
stern n.尾部,船尾,臀a.严厉的,严格的
sternly ad.严格地,严肃地,严厉地
stew n.炖汤,烦恼,鱼塘vi.炖汤,焖,忧虑
stickler n.1争执琐事的人,一丝不苟的人2难题
sticky a.粘的,有粘性的,顽固的
stiff a.坚硬的,严厉的,呆板的,生硬的,刚强的
stiffen vt.使坚硬,使僵硬,使生硬vi.变粘,变硬
stiffly ad.呆板地,顽固地,僵硬地
stifle vt.使不能呼吸,窒息,抑制vi.窒息,闷死
stillness n.静止,沉静
stilted adj.1踩高跷的2夸张的,夸大的
stimulant a.兴奋性的,激励的,鼓舞的n.兴奋剂
stimulate vt.刺激,激励,鼓舞vi.起刺激作用
stimulation n.刺激,激励,鼓舞
stimulus n.刺激,激励,刺激品
sting n.刺,刺痛,讽刺vt.刺,刺痛,使苦恼vi.刺,刺痛
stingy a.小气的,吝啬的,缺乏的,有刺的
stink n.臭味,臭气,张扬vi.发臭味,名声臭
stipulate v.规定,保证
stir n.骚动,轰动vt.动,移动,摇动vi.走动,传播
stock n.树干,祖先,股份a.存货的,平凡的,普通的
stockbroker n.股票经纪人
stockpile n.储蓄,积蓄,库存vt.储蓄,贮存
stolid a.迟钝的,神经麻木的
stomp n.跺脚vt.跺,践踏vi.跺脚,践踏
stonecutter n.石工,石匠,琢石机
stool n.凳子,大便,厕所vi.长新枝vt.引诱
stormy a.暴风雨的,粗暴的,激烈的
stow vt.收藏,装填,贮藏,堆垛,使暂留,装满
straddle n.跨坐,观望v.跨坐,观望
straightaway n.直线跑道a.直线行进的,通俗易懂的
strain n.紧张,拉紧,张力,过劳vt.使劳累,拉紧
straitjacket n.紧身衣
strand n.绳索之一股,绳,河岸vt.使搁浅,使落后
strangeness n.奇妙,不可思议,陌生
strategic a.战略的,战略上的
strategist n.战略家,军事家,策士
strategy n.策略,军略
stratify vt.(使)成层
stratosphere n.同温层,最上层,最高阶段
stratum n.地层,阶层
straw n.稻草,麦管,草帽,一文不值的东西a.无价值的
stray n.走失的家畜,浪子a.迷途的,偶然的vi.迷路
streak n.条理,斑纹,倾向vt.加条纹vi.变成条纹
streamline n.流线,流线型vt.使成流线型,使合理化
strenuous a.奋发的,热心的,热烈的,紧张的
stress n.压力,紧迫,强调,重点vt.加压力于,着重
stressful adj.充满着压力的;充满着紧张的
stretch n.伸展,张开a.可伸缩的,弹性的vt.伸展,张开
strew vt.散播,撒满
strictly ad.严格地,确实地
stricture n.狭窄,苛评,束缚
stride n.大步,一跨步,进步v.跨过,跨
strident a.刺耳的,吱吱尖叫的,尖锐的
strife n.争吵,竞争,冲突
strikingly adv.显著地;引人注目地
string n.线,细绳,一串,字串vt.串起,扎
stringent a.迫切的,严厉的,银根紧的
strip n.长条,条状,带,脱衣舞vt.脱衣,被剥去
strive vi.努力,奋斗,斗争
stroke n.笔划,打,中风,冲程,摩,抚vt.划尾桨,抚
stroll n.闲逛,漫步v.闲逛,漫步
structural a.结构的,建筑的
structure n.结构,构造,建筑物vt.构成,组织
struggle n.竞争,努力,奋斗vi.努力,奋斗,挣扎
strut n.高视阔步,支柱,抗压材v.肿胀
stubborn a.顽固的,不听话的,执拗的,棘手的
stubbornly adv.倔强地,顽固地
stubbornness n.倔强,顽强
stud n.图钉,种马,领扣,大头钉vt.镶嵌,点缀
studio n.工作室,画室,演播室
studious a.爱好学问的,努力的,故意的,勤奋的
stuff n.原料,要素,废话vt.装填vi.狼吞虎咽
stuffy a.闷热的,窒息的,自以为是的,固步自封的,乏味的
stumble n.绊倒,失策vt.使绊倒,使困惑vi.绊倒,失足
stump n.残株,树桩,烟蒂,讲演台vt.砍断,挑战,难住
stun vt.使晕倒,使惊吓,打晕n.晕眩,猛击
stunt n.特技,绝技,花招,噱头,矮小物,发育迟缓
stupefaction n.麻醉,昏睡,昏迷
stupefy vt.使麻醉,使失去知觉,使惊呆
stupidity n.愚蠢,糊涂事
sturdy a.强健的,健全的
stylish a.现代风格的,流行的,潇洒的
stylistic a.格式上的,体裁上的
stylize vt.使风格化,模仿别人的风格
stylus n.铁笔,尖笔,唱针
suasion n.说服,劝告
sub n.补充人员,僚属,潜水艇vi.代替
subcommittee n.委员会的附属委员会,小组委员会
subconscious n.潜在意识,模糊的意识a.下意识的,潜意识的
subculture vt.亚文化群
subdue vt.使服从,压制,克制,抑制
subfield n.1[数]子域2副学科
subject n.科目,主题,学科a.服从的vt.使隶属
subjective a.主观的,个人的
subjectivity n.主观,主观性;主观(主义)
subjugate vt.征服,使服从,抑制,克制
sublime a.壮观的,卓越的v.提高
submarine n.潜水艇,海底生物a.海中的,生长在海中的
submerge vt.使浸水,使陷入,淹没vi.潜入水中,
submission n.屈服,服从,谦逊,意见,提交,递呈
submissive a.服从的,顺从的,柔顺的
submissiveness n.柔顺,服从
subordinate n.属下,附属物a.下级的,次要的vt.使居下位
subordination n.放置在下级,使隶属,看不起
subscriber n.签署者,捐献者,订户
subscription n.捐献,订金,同意,签署,订阅
subsequent a.后来的,并发的
subsequently ad.后来,随后
subservient a.有帮助的,有用的,奉承的
subsidize vt.给与补助金,给与奖助金,贿赂
subsidy n.补助金,津贴
subsist vt.供给食物,供养vi.生存,存在
subsistence n.生存,生活
substance n.物质,实质,主旨,牢固,本质,资产
substantial n.重要部分,本质a.实质上的,物质的,有内容的
substantially ad.实质上,本质上,大体上
substantiate vt.使实体化,证实
substantiate vt.使实体化,证实
substantiation n.实体化,证实,证明
substantive a.表示实在的,有实质的,独立的n.实词,名词
substitute n.代理,代理人,代用品,代替物vi.替代,取代
substitution n.代理,替换,交换
subterfuge n.遁辞,借口,托辞
subtitle n.副题(书本中的),说明对白的字幕
subtle a.敏感的,精细的,狡猾的,微妙的,精巧的
subtlety n.微妙,精明
subtly ad.敏锐地,巧妙地,精细地
subtract vt.减去,扣掉,减少vi.作减法
suburb n.市郊,郊区,边缘
suburban adj.1(住于)郊外的,市郊的2市郊特有的
subversion n.颠覆,打倒,破坏
subversive a.从事颠覆的,破坏性的n.破坏分子,危险分子
subvert vt.推翻,颠覆,毁灭
succession n.连续,继承权,继位
successive a.继承的,连续的
successor n.继承者,接任者
succinct a.简洁的,紧身的
succinctness n.简洁,简明
succulent a.多汁的,多水分的,多汁性的
succumb vi.屈从,屈服,死
sue vt.控告,请愿vi.提出诉讼,提出请求
sufferer n.受难者,被害者,患者
suffering n.苦楚,受难
suffice vi.足够,有能力vt.满足
sufficient a.充分的,足够的
sufficiently adv.1充分地2足够<做…>地
suffrage n.投票,选举权,参政权,代祷
suffuse vt.遍布,弥漫,充满
suggestibility n.可教唆,被暗示性,暗示感受性
suggestible a.耳根软的,可提议的,容易受暗示而动的
suggestive a.提示性的,影射的,暗示的
suicidal a.自杀的,自杀性的,自我毁灭的
suicide n.自杀,自杀者v.自杀a.自杀的
suitability n.适合,适当,适合与否
sulfur n.硫磺vt.用硫磺处理
sulfuric adj.(美)硫磺的,含多量硫磺的
sully vt.沾污,弄脏n.污点,脏污
summarize v.概述,总结,摘要而言
summit n.顶点,最高阶层a.政府首脑的
summon vt.召唤,召集,号召,鼓起,唤起
sump n.污水坑,水坑,池,机油箱
sundial n.日规,日晷
sundown n.日落,阔缘的女帽
sundry a.各式各样的
sunflower n.向日葵
supercilious a.傲慢的,自大的,目空一切的
superficial n.表面,外表a.表面的,肤浅的,面积的
superficiality n.表面性的事物,肤浅,浅薄
superfluous a.多余的,过剩的
superintendent n.监督人,管理人,所长
superiority n.优越,高傲
supernatural a.超自然的,神奇的
supernova n.超新星
supersede vt.代替,取代,接替
supersensitive a.过敏的
superstition n.迷信
superstitious a.迷信的
superstring n.超弦
supervise v.监督,管理,指导
supervision n.监督,管理
supervisor n.管理者,舍监,监督者
supplant vt.排挤掉,代替
supple a.柔软的,逢迎的,顺从的vt.使柔软
supplement n.补充物,增刊,补充vt.补充,增补
supplementary a.补足的,补充的,追加的
supplication n.恳求,哀求,祈愿
supporter n.支持者,后盾,伴随者
supportive adj.1有支持作用的,有支持力的2合作的
supposedly adv.[修饰整句]一般相信,传闻
supposition n.想象,推测,推想
suppress vt.镇压,使止住,查禁,抑制,禁止
suppression n.抑压,镇压,抑制
suppressive a.镇压的,抑压的,抑制的
supremacy n.至高,主权,无上
supreme n.至高,霸权a.至高的,终极的,极端的,最大的
supremely adv.无上地,崇高地
surely ad.的确地,安全地
sureness n.确实,踏实,安全
surf n.海浪,拍岸浪vi.作冲浪运动
surfeit n.过食,过度,恶心vt.使腻,使沉溺于
surge n.巨涌,汹涌,澎湃vi.汹涌,澎湃
surgery n.外科,手术,手术室
surmise n.推测,猜测v.推测,臆测
surmount vt.战胜,超越,克服
surname n.姓,别号,绰号vt.加以绰号
surpass vt.超越,凌驾,胜过
surprisingly adv.1令人惊讶地,非常地2令人惊讶的是
surrealistic a.超现实主义的
surrender vt.交出,放弃,听任,让与vi.投降,自首n.交出,放弃
surreptitious a.秘密的,暗中的,偷偷摸摸的
surrogate n.代理,代理人,代用品vt.使代替
surrounding n.环境a.周围的
surveillance n.监视,监督
survey n.纵览,视察,测量,俯瞰vt.审视,视察
surveyor n.测量员,检查员
survival n.留住生命,生存,残存,幸存者
survive vt.生存,生还,幸免于vi.活下来,幸存
susceptibility n.感受性,感情
susceptible a.易受影响的,易感动的,容许...的
suspect n.嫌疑犯a.可疑的v.怀疑,猜想
suspend vt.悬,吊,使悬浮,推迟vi.暂停,中止
suspender n.吊的人,袜吊,吊裤带
suspense n.悬疑,焦虑,悬念,悬而不决
suspenseful adj.充满悬疑的,紧张的
suspicion n.怀疑,觉察,嫌疑
suspicious a.可疑的,疑惧的,怀疑的
sustain vt.承受,支持,支撑,供养,忍受,准许,证实,蒙受
sustenance n.生计,食物
swagger n.大摇大摆,吹牛vi.吹牛vt.吓唬,恫吓
swallow n.燕子,吞咽,喉vt耗尽,轻信,取消,压制,忍受
swamp n.沼泽,湿地vt.淹没,击溃,清除,使陷于沼泽
swampland n.沼泽地
swan n.天鹅,歌星,诗人vi.闲荡,蜿蜒而行
swarm n.群,大群,蜂群vi.群集,聚集一块,云集
sway n.摇摆,影响力,支配vt.摇动,支配
swear vt.发誓,宣誓,咒骂,使宣誓
sweetener n.甜料
sweetness n.美味,芳香,美妙
swerve n.转向,弯曲,背离vi.突然转向,转弯
swiftly ad.很快地,即刻
swiftness n.迅速,快
swindle n.骗取,欺诈,骗局v.骗取,诈取
swirl n.漩涡,涡状形vt.使成漩涡vi.盘绕,头晕
switch n.开关,电闸,转换,软枝vt.转变,切换
switchboard n.配电盘,接线总机
swoon n.昏晕,晕厥vi.昏晕,着迷,渐渐消失
swoop n.俯冲,攫取vt.抓取vi.猛扑,突然袭击
sycophant n.奉承者,谄媚者,追随者a.拍马的,奉承的
syllogism n.三段论法,推论法,演绎
symbiotic a.共栖的,共生的
symbol n.符号,象征,代号,信条
symbolic n.代号a.象征的,符号的
symbolically adv.用符号表示
symbolism n.象征主义,符号论
symbolize vt.象征,用符号表现vi.采用象征,使用符号
symmetry n.对称,调和,匀称
sympathetic a.有同情心的,合意的,赞成的n.容易感受的人
sympathetically ad.怜悯地,同情着,感应着
sympathize vi.同情,同感,同意,吊唁
sympathizer n.同情者,同感者,同意者,支持者
symphony n.交响乐,交响曲
symptom n.症状,征候,征兆
symptomatic a.具有征候的,症状的,根据征候的
synaptic a.染色体接合的
synchrony n.同时;同步
syncopate vt.省略中间部分,把中间的字母省略掉
synergistic adj.(药物等)配合作用的,协助作用的
synergy n.1共同合作;合力;协力2协同作用
synonymous a.同义字的,类义字的,同义的
synthesis n.综合,组织,综合体
synthesize v.综合,合成
synthetic n.合成物质a.综合性的,人造的
syrup n.糖浆,果汁
systematic a.有系统的,分类的,体系的
systematically ad.有系统地,有组织地,有条理地
tableau n.生动的场面,戏剧性局面
tacit a.沉默寡言的,心照不宣的,缄默的
tacitly adv.肃静地,沉默地
tack n.大头钉,粗缝,行动方针,食物vt.跟随
tackle n.工具,扭倒,装备,滑车vt.固定,处理,抓住
tact n.机智,手法,老练
tactful a.机智的,老练的,委婉的
tactic n.战略,策略a.顺序的,排列的
tactile a.触觉的,有触觉的,能触知的
tailor n.裁缝师,成衣匠vt.缝制,制作,定制
taint n.污点,耻辱,感染vt.污染,使腐败,沾染
takeoff n.起飞
talent n.才能,有才干的人,天才,天资
talented adj.有才能的,多才的
talisman n.护身符,辟邪物,法宝
talismanic adj.1护符的2具有神奇魔力的
tallow n.牛脂,动物脂vt.涂牛脂于
tally n.符木,记账,得分,比分vi.符合,记分
tame a.驯服的,柔顺的,顺从的vt.驯养
tamper vi.干预,玩弄,贿赂,窜改vt.窜改
tandem ad.前后直排地,纵排地a.纵排的,串联的
tangency n.接触
tangential a.切线的,相切的,正切的,肤浅的
tangible n.有形资产a.实体的,明白的,有形的
tantamount a.同等的,相等的,相当于...的
tap n.轻打,水龙头vt.轻打,使流出vi.轻叩,轻拍
taper n.渐弱,尖细,圆锥a.尖细的v.逐渐变小
tapestry n.挂毯vt.饰以织锦画
tar n.焦油,柏油,水手vt.怂恿a.焦油的
tastefully adv.风流地,高雅地
tattle n.无聊话,闲话,饶舌vi.闲谈,谈论vt.泄露
taunt n.辱骂,嘲弄vt.嘲弄,奚落a.很高的
tavern n.酒馆,客栈
tawdry a.廉价而俗丽的n.廉价而俗丽之物
taxes n.税务；税捐；税收，税金
tease n.揶揄者,戏弄vt.欺负,嘲弄,梳理,强求
technically ad.技术上,学术上,专门地
technique n.技术,方法,表演法
technological a.科技的
tedious a.沉闷的,冗长乏味的
tedium n.厌烦,沉闷
teem vi.充满,富于,涌现,倾注vt.倒出
teen n.悲哀,不幸,愤怒
telegraphic a.电报机的,电信的,电报的
telemetry n.遥感勘测,自动测量记录传导
telescope n.望远镜vi.嵌进,挤撞,缩短vt.使套入,使缩短
televise v.广播,播映
temerity n.卤莽,蛮勇
temper n.脾气,心情,回火,趋向,调剂vt.锻炼,调剂,
temperament n.气质,性质,性情
temperamental a.气质的,生来的,个性倔强的
temperamentally adv.在气质上,生性地,生来地
temperance a.温暖的,温和的,有节制的
temperate a.温和的,适度的,有节制的
temporal a.当时的,暂时的,世俗的,现世的n教会财产
temporarily ad.暂时,一时,临时
temporary a.暂时的,临时的n.临时工n.临时
temporize vi.拖延,妥协,顺应时势
tempt vt.诱惑,引诱,冒...风险,吸引
temptation n.诱惑,诱惑物
tenable a.可守的,可主张的,有条理的,成立的
